,Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales
6568,FDY27,6.38,Low Fat,0.032028115,Dairy,178.3344,OUT018,2009,Medium,Tier 3,Supermarket Type2,3211.8192
6569,NCN06,8.39,Low Fat,0.12049726599999999,Household,162.2868,OUT046,1997,Small,Tier 1,Supermarket Type1,2620.5888
6570,FDR57,5.675,Regular,0.023492524,Snack Foods,155.5288,OUT035,2004,Small,Tier 2,Supermarket Type1,1414.1592
6571,FDL32,15.7,Regular,0.12265733599999999,Fruits and Vegetables,110.1544,OUT049,1999,Medium,Tier 1,Supermarket Type1,1565.9616
6572,FDW46,13.0,Regular,0.070588037,Snack Foods,65.9484,OUT018,2009,Medium,Tier 3,Supermarket Type2,1043.9744
6573,NCO17,12.792854228644996,Low Fat,0.073024401,Health and Hygiene,121.844,OUT027,1985,Medium,Tier 3,Supermarket Type3,3115.9440000000004
6574,FDR19,13.5,Regular,0.159587755,Fruits and Vegetables,145.3102,OUT013,1987,High,Tier 3,Supermarket Type1,729.051
6575,FDJ33,8.895,Regular,0.088821765,Snack Foods,125.17299999999999,OUT017,2007,Medium,Tier 2,Supermarket Type1,2956.152
6576,FDB15,10.895,Low Fat,0.13681074199999999,Dairy,263.0568,OUT046,1997,Small,Tier 1,Supermarket Type1,527.3136
6577,FDA52,16.2,Regular,0.128682722,Frozen Foods,178.437,OUT045,2002,Medium,Tier 2,Supermarket Type1,1058.622
6578,FDZ08,12.792854228644996,Regular,0.109459733,Fruits and Vegetables,84.1592,OUT027,1985,Medium,Tier 3,Supermarket Type3,1320.9472
6579,FDR27,15.1,Regular,0.096644015,Meat,131.9942,OUT017,2007,Medium,Tier 2,Supermarket Type1,3047.3666
6580,NCK42,7.475,Low Fat,0.013120028,Household,217.6192,OUT046,1997,Small,Tier 1,Supermarket Type1,1725.7536
6581,FDZ12,12.792854228644996,Low Fat,0.0,Baking Goods,144.847,OUT019,1985,Small,Tier 1,Grocery Store,143.14700000000002
6582,FDM60,10.8,Regular,0.048339408,Baking Goods,41.5138,OUT018,2009,Medium,Tier 3,Supermarket Type2,446.7518
6583,NCI31,20.0,Low Fat,0.08165845,Others,35.019,OUT018,2009,Medium,Tier 3,Supermarket Type2,585.904
6584,FDX39,14.3,Regular,0.04975339,Meat,210.3586,OUT049,1999,Medium,Tier 1,Supermarket Type1,6331.758000000001
6585,NCV05,10.1,Low Fat,0.030379382000000003,Health and Hygiene,153.4656,OUT017,2007,Medium,Tier 2,Supermarket Type1,1853.5872
6586,FDX16,17.85,Low Fat,0.065810045,Frozen Foods,149.105,OUT046,1997,Small,Tier 1,Supermarket Type1,2247.075
6587,DRK12,9.5,Low Fat,0.0,Soft Drinks,32.89,OUT010,1998,Medium,Tier 3,Grocery Store,33.29
6588,NCA05,20.75,Low Fat,0.025272781,Health and Hygiene,146.6734,OUT017,2007,Medium,Tier 2,Supermarket Type1,445.4202
6589,DRG51,12.1,Low Fat,0.019314961000000002,Dairy,164.6526,OUT010,1998,Medium,Tier 3,Grocery Store,657.8104
6590,NCR30,20.6,Low Fat,0.07128216799999999,Household,74.4696,OUT018,2009,Medium,Tier 3,Supermarket Type2,223.7088
6591,NCE31,7.67,Low Fat,0.18484357899999998,Household,33.1216,OUT046,1997,Small,Tier 1,Supermarket Type1,727.0536
6592,FDM56,12.792854228644996,Low Fat,0.122896411,Fruits and Vegetables,111.1912,OUT019,1985,Small,Tier 1,Grocery Store,218.3824
6593,FDP24,20.6,Low Fat,0.082935004,Baking Goods,119.5756,OUT013,1987,High,Tier 3,Supermarket Type1,2665.8632
6594,DRM37,15.35,Low Fat,0.16135017599999998,Soft Drinks,196.6768,OUT010,1998,Medium,Tier 3,Grocery Store,591.2304
6595,FDN56,5.46,Regular,0.106968096,Fruits and Vegetables,142.6786,OUT013,1987,High,Tier 3,Supermarket Type1,2311.6576
6596,DRE60,9.395,Low Fat,0.159582185,Soft Drinks,224.77200000000002,OUT049,1999,Medium,Tier 1,Supermarket Type1,7017.531999999999
6597,FDW49,12.792854228644996,Low Fat,0.14453827,Canned,180.6002,OUT019,1985,Small,Tier 1,Grocery Store,895.5010000000001
6598,FDM20,10.0,Low Fat,0.038685802000000005,Fruits and Vegetables,243.8144,OUT046,1997,Small,Tier 1,Supermarket Type1,4655.2736
6599,FDK15,12.792854228644996,Low Fat,0.17230990300000001,Meat,98.2042,OUT019,1985,Small,Tier 1,Grocery Store,198.4084
6600,FDK48,7.445,Low Fat,0.037690731,Baking Goods,73.3354,OUT049,1999,Medium,Tier 1,Supermarket Type1,451.4124
6601,FDO49,12.792854228644996,Regular,0.05787008,Breakfast,49.7008,OUT019,1985,Small,Tier 1,Grocery Store,50.6008
6602,FDC09,15.5,Regular,0.026409147,Fruits and Vegetables,102.1332,OUT018,2009,Medium,Tier 3,Supermarket Type2,615.1992
6603,NCZ41,19.85,Low Fat,0.064367627,Health and Hygiene,126.1704,OUT013,1987,High,Tier 3,Supermarket Type1,876.1928
6604,FDP19,11.5,Low Fat,0.173516063,Fruits and Vegetables,128.1652,OUT046,1997,Small,Tier 1,Supermarket Type1,2454.1388
6605,FDQ24,12.792854228644996,Low Fat,0.12898088,Baking Goods,250.4724,OUT019,1985,Small,Tier 1,Grocery Store,251.6724
6606,DRL11,10.5,Low Fat,0.048115543,Hard Drinks,159.0946,OUT045,2002,Medium,Tier 2,Supermarket Type1,4102.6596
6607,FDO36,19.7,Low Fat,0.07789910900000001,Baking Goods,177.766,OUT035,2004,Small,Tier 2,Supermarket Type1,2696.49
6608,FDN52,12.792854228644996,Regular,0.13093275,Frozen Foods,86.9198,OUT027,1985,Medium,Tier 3,Supermarket Type3,1569.9564
6609,FDF21,10.3,Regular,0.09846497900000001,Fruits and Vegetables,188.653,OUT010,1998,Medium,Tier 3,Grocery Store,189.753
6610,FDU40,20.85,Low Fat,0.037372847,Frozen Foods,192.7478,OUT013,1987,High,Tier 3,Supermarket Type1,3099.9648
6611,FDS51,13.35,Low Fat,0.032230526,Meat,61.4194,OUT049,1999,Medium,Tier 1,Supermarket Type1,743.0328
6612,FDE45,12.1,Low Fat,0.040357315,Fruits and Vegetables,177.8002,OUT046,1997,Small,Tier 1,Supermarket Type1,1611.9018
6613,FDX50,20.1,Low Fat,0.07461309,Dairy,108.7228,OUT035,2004,Small,Tier 2,Supermarket Type1,1215.7508
6614,NCN14,12.792854228644996,Low Fat,0.160936178,Others,184.2608,OUT019,1985,Small,Tier 1,Grocery Store,367.5216
6615,FDQ21,21.25,Low Fat,0.019502354,Snack Foods,120.8756,OUT018,2009,Medium,Tier 3,Supermarket Type2,3150.5656
6616,FDV57,12.792854228644996,Regular,0.06557744900000001,Snack Foods,181.766,OUT027,1985,Medium,Tier 3,Supermarket Type3,7370.406
6617,FDB44,6.655,Low Fat,0.016944719,Fruits and Vegetables,209.2586,OUT013,1987,High,Tier 3,Supermarket Type1,2954.8204
6618,FDG52,13.65,Low Fat,0.065576228,Frozen Foods,47.7402,OUT013,1987,High,Tier 3,Supermarket Type1,643.1628
6619,FDL38,12.792854228644996,Regular,0.02579577,Canned,88.4172,OUT019,1985,Small,Tier 1,Grocery Store,89.2172
6620,NCS54,13.6,Low Fat,0.010008699,Household,176.737,OUT049,1999,Medium,Tier 1,Supermarket Type1,4940.236
6621,DRL37,15.5,Low Fat,0.053362085999999996,Soft Drinks,41.577,OUT035,2004,Small,Tier 2,Supermarket Type1,735.709
6622,FDA43,10.895,Low Fat,0.064621927,Fruits and Vegetables,196.6794,OUT013,1987,High,Tier 3,Supermarket Type1,1170.4764
6623,FDZ39,19.7,Regular,0.018126724,Meat,101.79899999999999,OUT017,2007,Medium,Tier 2,Supermarket Type1,1135.1889999999999
6624,FDG45,8.1,Low Fat,0.0,Fruits and Vegetables,211.8902,OUT018,2009,Medium,Tier 3,Supermarket Type2,3823.0236
6625,FDH10,21.0,Low Fat,0.049263979000000006,Snack Foods,195.0478,OUT013,1987,High,Tier 3,Supermarket Type1,1549.9824
6626,FDO10,13.65,Regular,0.021343732,Snack Foods,58.3588,OUT010,1998,Medium,Tier 3,Grocery Store,114.5176
6627,FDS35,12.792854228644996,Low Fat,0.110681931,Breads,63.2826,OUT027,1985,Medium,Tier 3,Supermarket Type3,1033.3216
6628,FDI41,12.792854228644996,Regular,0.061955439,Frozen Foods,145.1418,OUT027,1985,Medium,Tier 3,Supermarket Type3,4561.3958
6629,FDN21,12.792854228644996,Low Fat,0.076483451,Snack Foods,163.1236,OUT027,1985,Medium,Tier 3,Supermarket Type3,2416.854
6630,NCO18,13.15,Low Fat,0.024701262,Household,176.8686,OUT045,2002,Medium,Tier 2,Supermarket Type1,2133.2232
6631,FDB34,15.25,Low Fat,0.02671821,Snack Foods,85.2198,OUT018,2009,Medium,Tier 3,Supermarket Type2,1482.7366
6632,FDD05,19.35,Low Fat,0.016597651,Frozen Foods,121.5098,OUT013,1987,High,Tier 3,Supermarket Type1,2892.2352
6633,FDX59,12.792854228644996,Low Fat,0.0514111,Breads,33.0558,OUT027,1985,Medium,Tier 3,Supermarket Type3,984.7182
6634,FDZ23,17.75,Regular,0.112985849,Baking Goods,185.424,OUT010,1998,Medium,Tier 3,Grocery Store,745.696
6635,FDX27,20.7,Regular,0.11411709,Dairy,92.7436,OUT046,1997,Small,Tier 1,Supermarket Type1,1323.6104
6636,FDV07,9.5,Low Fat,0.0,Fruits and Vegetables,110.4228,OUT017,2007,Medium,Tier 2,Supermarket Type1,1547.3192
6637,FDR14,11.65,Low Fat,0.175033524,Dairy,55.5298,OUT017,2007,Medium,Tier 2,Supermarket Type1,647.1576
6638,FDO01,21.1,Regular,0.020760673,Breakfast,128.7994,OUT045,2002,Medium,Tier 2,Supermarket Type1,1798.9916
6639,FDO13,7.865,Low Fat,0.061405050999999995,Breakfast,166.3526,OUT017,2007,Medium,Tier 2,Supermarket Type1,1973.4312
6640,FDU25,12.35,Low Fat,0.026676216000000003,Canned,57.0246,OUT035,2004,Small,Tier 2,Supermarket Type1,1737.7379999999998
6641,NCK54,12.792854228644996,Low Fat,0.029380407,Household,114.715,OUT027,1985,Medium,Tier 3,Supermarket Type3,1864.24
6642,FDZ56,16.25,Low Fat,0.025715562,Fruits and Vegetables,168.1474,OUT013,1987,High,Tier 3,Supermarket Type1,1516.0266
6643,NCL55,12.15,Low Fat,0.06502643400000001,Others,253.704,OUT017,2007,Medium,Tier 2,Supermarket Type1,5060.08
6644,FDD59,10.5,Regular,0.066315023,Starchy Foods,78.296,OUT045,2002,Medium,Tier 2,Supermarket Type1,2157.192
6645,FDJ55,12.8,Regular,0.023664054,Meat,226.0404,OUT017,2007,Medium,Tier 2,Supermarket Type1,5400.9696
6646,FDA45,12.792854228644996,Low Fat,0.154627247,Snack Foods,177.637,OUT027,1985,Medium,Tier 3,Supermarket Type3,5469.547
6647,DRF23,4.61,Low Fat,0.20529482699999999,Hard Drinks,172.8396,OUT010,1998,Medium,Tier 3,Grocery Store,174.4396
6648,FDT49,7.0,Low Fat,0.152261999,Canned,105.728,OUT017,2007,Medium,Tier 2,Supermarket Type1,1278.336
6649,NCO17,10.0,Low Fat,0.0,Health and Hygiene,120.64399999999999,OUT035,2004,Small,Tier 2,Supermarket Type1,1917.504
6650,FDH22,6.405,Low Fat,0.136275173,Snack Foods,128.1678,OUT035,2004,Small,Tier 2,Supermarket Type1,1017.3424
6651,FDT34,9.3,Low Fat,0.174621343,Snack Foods,104.2964,OUT049,1999,Medium,Tier 1,Supermarket Type1,1998.7316
6652,FDB39,11.6,Low Fat,0.038597077,Dairy,57.9272,OUT045,2002,Medium,Tier 2,Supermarket Type1,615.1992
6653,FDQ22,16.75,Low Fat,0.029799965,Snack Foods,39.1822,OUT045,2002,Medium,Tier 2,Supermarket Type1,314.2576
6654,NCN43,12.15,Low Fat,0.011314423,Others,122.973,OUT010,1998,Medium,Tier 3,Grocery Store,123.17299999999999
6655,FDG57,14.7,Low Fat,0.072410764,Fruits and Vegetables,48.2034,OUT049,1999,Medium,Tier 1,Supermarket Type1,1020.6714
6656,FDR20,20.0,Regular,0.028118435,Fruits and Vegetables,46.7744,OUT035,2004,Small,Tier 2,Supermarket Type1,1222.4088
6657,FDU22,12.792854228644996,Low Fat,0.163350221,Snack Foods,120.2124,OUT019,1985,Small,Tier 1,Grocery Store,474.0496
6658,NCC43,7.39,Low Fat,0.09330771300000001,Household,250.9066,OUT017,2007,Medium,Tier 2,Supermarket Type1,1506.0396
6659,FDP01,20.75,Regular,0.10599465400000001,Breakfast,150.5682,OUT010,1998,Medium,Tier 3,Grocery Store,762.341
6660,FDF52,9.3,Low Fat,0.067055339,Frozen Foods,184.2292,OUT018,2009,Medium,Tier 3,Supermarket Type2,1277.0044
6661,FDZ33,10.195,Low Fat,0.10737674300000001,Snack Foods,147.6076,OUT035,2004,Small,Tier 2,Supermarket Type1,3547.3824
6662,FDP48,12.792854228644996,Regular,0.043810028,Baking Goods,181.395,OUT027,1985,Medium,Tier 3,Supermarket Type3,6042.135
6663,FDW56,7.68,Low Fat,0.118672537,Fruits and Vegetables,192.2162,OUT010,1998,Medium,Tier 3,Grocery Store,384.8324
6664,FDC26,10.195,Low Fat,0.126897925,Canned,110.6886,OUT018,2009,Medium,Tier 3,Supermarket Type2,1223.0746
6665,FDF34,9.3,Regular,0.014076503,Snack Foods,200.0084,OUT018,2009,Medium,Tier 3,Supermarket Type2,2182.4924
6666,FDJ33,8.895,Regular,0.088305478,Snack Foods,123.473,OUT035,2004,Small,Tier 2,Supermarket Type1,1478.076
6667,FDD04,16.0,Low Fat,0.090153756,Dairy,143.2154,OUT045,2002,Medium,Tier 2,Supermarket Type1,1418.154
6668,NCJ31,19.2,Low Fat,0.182501773,Others,239.2196,OUT013,1987,High,Tier 3,Supermarket Type1,5061.4116
6669,FDO57,20.75,Low Fat,0.108710162,Snack Foods,161.7578,OUT046,1997,Small,Tier 1,Supermarket Type1,2888.2404
6670,FDM36,12.792854228644996,Regular,0.058446424000000004,Baking Goods,172.1422,OUT027,1985,Medium,Tier 3,Supermarket Type3,5518.1504
6671,NCY05,13.5,Low Fat,0.054990009000000006,Health and Hygiene,35.2874,OUT046,1997,Small,Tier 1,Supermarket Type1,741.0354
6672,FDS44,12.792854228644996,Regular,0.15528831,Fruits and Vegetables,241.7538,OUT027,1985,Medium,Tier 3,Supermarket Type3,9133.4444
6673,FDZ39,19.7,Regular,0.018021361,Meat,101.199,OUT035,2004,Small,Tier 2,Supermarket Type1,1857.582
6674,NCM31,6.095,Low Fat,0.0816559,Others,143.3154,OUT017,2007,Medium,Tier 2,Supermarket Type1,2836.308
6675,DRK11,8.21,Low Fat,0.010755465,Hard Drinks,150.8392,OUT013,1987,High,Tier 3,Supermarket Type1,2982.784
6676,FDO34,17.7,Low Fat,0.050111641,Snack Foods,165.9816,OUT010,1998,Medium,Tier 3,Grocery Store,167.7816
6677,NCL30,18.1,Low Fat,0.048931174,Household,127.3336,OUT035,2004,Small,Tier 2,Supermarket Type1,1150.5024
6678,FDK28,5.695,Low Fat,0.065960909,Frozen Foods,259.2646,OUT017,2007,Medium,Tier 2,Supermarket Type1,9275.9256
6679,DRJ39,20.25,Low Fat,0.036319195,Dairy,219.3482,OUT035,2004,Small,Tier 2,Supermarket Type1,5038.1086
6680,NCP06,12.792854228644996,Low Fat,0.039055756000000004,Household,152.3366,OUT027,1985,Medium,Tier 3,Supermarket Type3,2115.9124
6681,FDE33,12.792854228644996,Regular,0.049395242,Fruits and Vegetables,80.3644,OUT027,1985,Medium,Tier 3,Supermarket Type3,1885.5456
6682,FDZ44,8.185,Low Fat,0.038789271,Fruits and Vegetables,115.6808,OUT049,1999,Medium,Tier 1,Supermarket Type1,703.0848
6683,FDV46,18.2,Low Fat,0.012659235,Snack Foods,140.718,OUT018,2009,Medium,Tier 3,Supermarket Type2,2656.542
6684,NCO06,19.25,Low Fat,0.10801000599999999,Household,33.3558,OUT035,2004,Small,Tier 2,Supermarket Type1,713.0718
6685,DRG03,14.5,Low Fat,0.061934990999999995,Dairy,154.4998,OUT013,1987,High,Tier 3,Supermarket Type1,1691.7978
6686,FDU37,9.5,Regular,0.10442123699999999,Canned,80.196,OUT013,1987,High,Tier 3,Supermarket Type1,2157.192
6687,FDI57,19.85,Low Fat,0.05398068599999999,Seafood,196.8768,OUT013,1987,High,Tier 3,Supermarket Type1,2561.9984
6688,FDM45,8.655,Regular,0.088121336,Snack Foods,119.7756,OUT013,1987,High,Tier 3,Supermarket Type1,2059.9852
6689,FDC26,10.195,Low Fat,0.126359196,Canned,109.2886,OUT035,2004,Small,Tier 2,Supermarket Type1,1334.2632
6690,FDU14,12.792854228644996,Low Fat,0.034584356000000004,Dairy,248.375,OUT027,1985,Medium,Tier 3,Supermarket Type3,10236.675
6691,FDB26,14.0,Regular,0.031267496,Canned,51.464,OUT046,1997,Small,Tier 1,Supermarket Type1,692.432
6692,FDC29,8.39,Regular,0.024304264,Frozen Foods,114.0176,OUT018,2009,Medium,Tier 3,Supermarket Type2,1488.7288
6693,FDY58,11.65,Low Fat,0.040144377,Snack Foods,228.9694,OUT017,2007,Medium,Tier 2,Supermarket Type1,6622.7126
6694,FDR59,14.5,Regular,0.063851475,Breads,260.4594,OUT035,2004,Small,Tier 2,Supermarket Type1,3139.9128
6695,FDS03,12.792854228644996,Low Fat,0.079243005,Meat,65.8826,OUT027,1985,Medium,Tier 3,Supermarket Type3,1614.565
6696,FDR43,18.2,Low Fat,0.161355122,Fruits and Vegetables,38.319,OUT013,1987,High,Tier 3,Supermarket Type1,585.904
6697,FDZ25,12.792854228644996,Regular,0.02748331,Canned,169.37900000000002,OUT027,1985,Medium,Tier 3,Supermarket Type3,5602.706999999999
6698,NCN26,10.85,Low Fat,0.028738057999999997,Household,117.1808,OUT045,2002,Medium,Tier 2,Supermarket Type1,703.0848
6699,FDO38,17.25,Low Fat,0.073135768,Canned,77.2986,OUT018,2009,Medium,Tier 3,Supermarket Type2,1012.6818
6700,FDP28,13.65,Regular,0.081096613,Frozen Foods,261.2936,OUT017,2007,Medium,Tier 2,Supermarket Type1,3131.9232
6701,FDG31,12.15,Low Fat,0.063430788,Meat,65.4826,OUT010,1998,Medium,Tier 3,Grocery Store,258.3304
6702,FDI45,13.1,Low Fat,0.037549969,Fruits and Vegetables,176.1054,OUT013,1987,High,Tier 3,Supermarket Type1,4027.4242
6703,NCS54,13.6,Low Fat,0.016726506000000002,Household,176.037,OUT010,1998,Medium,Tier 3,Grocery Store,352.874
6704,FDE17,20.1,Regular,0.054565932000000004,Frozen Foods,152.2366,OUT045,2002,Medium,Tier 2,Supermarket Type1,2418.1856
6705,NCG06,16.35,Low Fat,0.029445361,Household,257.6646,OUT046,1997,Small,Tier 1,Supermarket Type1,2061.3168
6706,FDQ57,12.792854228644996,Low Fat,0.048932712999999996,Snack Foods,144.476,OUT019,1985,Small,Tier 1,Grocery Store,146.476
6707,NCB31,6.235,Low Fat,0.11865191900000001,Household,263.991,OUT035,2004,Small,Tier 2,Supermarket Type1,4207.856
6708,NCP29,8.42,Low Fat,0.112728355,Health and Hygiene,65.8168,OUT018,2009,Medium,Tier 3,Supermarket Type2,830.9184
6709,NCX29,12.792854228644996,Low Fat,0.15609456900000002,Health and Hygiene,144.3102,OUT019,1985,Small,Tier 1,Grocery Store,145.8102
6710,FDU37,9.5,Regular,0.10493392800000001,Canned,78.796,OUT018,2009,Medium,Tier 3,Supermarket Type2,1198.44
6711,FDM02,12.5,Regular,0.12341737,Canned,86.0198,OUT010,1998,Medium,Tier 3,Grocery Store,87.2198
6712,FDN16,12.6,Regular,0.062700289,Frozen Foods,102.199,OUT046,1997,Small,Tier 1,Supermarket Type1,1960.781
6713,FDR46,16.85,Low Fat,0.139417654,Snack Foods,147.476,OUT046,1997,Small,Tier 1,Supermarket Type1,2929.52
6714,FDE50,12.792854228644996,Regular,0.01612717,Canned,189.3556,OUT027,1985,Medium,Tier 3,Supermarket Type3,2253.0672
6715,FDL52,6.635,Regular,0.07714555299999999,Frozen Foods,39.8506,OUT010,1998,Medium,Tier 3,Grocery Store,75.9012
6716,FDQ49,20.2,Regular,0.039215075,Breakfast,157.66299999999998,OUT013,1987,High,Tier 3,Supermarket Type1,2190.482
6717,FDI14,14.1,Low Fat,0.08985964199999999,Canned,140.2496,OUT045,2002,Medium,Tier 2,Supermarket Type1,1693.7952
6718,FDS16,15.15,Regular,0.066121873,Frozen Foods,145.67600000000002,OUT013,1987,High,Tier 3,Supermarket Type1,3661.9
6719,FDU15,13.65,Regular,0.026643447999999997,Meat,37.9532,OUT049,1999,Medium,Tier 1,Supermarket Type1,862.8768
6720,NCG43,12.792854228644996,Low Fat,0.073879939,Household,94.0462,OUT027,1985,Medium,Tier 3,Supermarket Type3,1850.924
6721,FDR23,12.792854228644996,Low Fat,0.08139146,Breads,177.83700000000002,OUT027,1985,Medium,Tier 3,Supermarket Type3,6351.732
6722,FDS52,12.792854228644996,Low Fat,0.005448005,Frozen Foods,102.1016,OUT027,1985,Medium,Tier 3,Supermarket Type3,3542.0559999999996
6723,NCP18,12.15,Low Fat,0.028714747000000002,Household,151.9708,OUT018,2009,Medium,Tier 3,Supermarket Type2,3611.2992
6724,DRF23,12.792854228644996,Low Fat,0.122058364,Hard Drinks,172.8396,OUT027,1985,Medium,Tier 3,Supermarket Type3,7152.0236
6725,FDO09,13.5,Regular,0.125528734,Snack Foods,262.191,OUT045,2002,Medium,Tier 2,Supermarket Type1,6048.793000000001
6726,FDB40,17.5,Regular,0.007555175999999999,Dairy,145.9102,OUT045,2002,Medium,Tier 2,Supermarket Type1,2187.153
6727,DRK37,12.792854228644996,Low Fat,0.077046505,Soft Drinks,189.453,OUT019,1985,Small,Tier 1,Grocery Store,759.012
6728,DRN11,7.85,Low Fat,0.162980276,Hard Drinks,145.2444,OUT046,1997,Small,Tier 1,Supermarket Type1,1451.444
6729,FDE22,9.695,Low Fat,0.029632784,Snack Foods,159.692,OUT045,2002,Medium,Tier 2,Supermarket Type1,958.752
6730,FDF04,17.5,Low Fat,0.013634468,Frozen Foods,256.4304,OUT035,2004,Small,Tier 2,Supermarket Type1,1808.3128
6731,FDE41,9.195,Regular,0.064376263,Frozen Foods,83.1566,OUT017,2007,Medium,Tier 2,Supermarket Type1,1099.2358
6732,FDW08,12.792854228644996,Low Fat,0.147663025,Fruits and Vegetables,106.02799999999999,OUT027,1985,Medium,Tier 3,Supermarket Type3,1810.976
6733,NCD54,21.1,Low Fat,0.029003459,Household,143.4786,OUT035,2004,Small,Tier 2,Supermarket Type1,2311.6576
6734,FDZ33,10.195,Low Fat,0.10783454099999999,Snack Foods,146.5076,OUT018,2009,Medium,Tier 3,Supermarket Type2,1330.2684
6735,FDO23,17.85,Low Fat,0.146399663,Breads,93.8436,OUT035,2004,Small,Tier 2,Supermarket Type1,1418.154
6736,FDN34,15.6,Regular,0.04575559,Snack Foods,167.1132,OUT035,2004,Small,Tier 2,Supermarket Type1,2874.9244
6737,FDL39,16.1,Regular,0.063278652,Dairy,182.1318,OUT013,1987,High,Tier 3,Supermarket Type1,2345.6134
6738,FDT28,13.3,Low Fat,0.063664998,Frozen Foods,151.6708,OUT049,1999,Medium,Tier 1,Supermarket Type1,3912.2408
6739,FDH33,12.85,Low Fat,0.12222126900000001,Snack Foods,45.9428,OUT018,2009,Medium,Tier 3,Supermarket Type2,1274.3412
6740,FDA34,11.5,Low Fat,0.014944613999999998,Starchy Foods,171.808,OUT017,2007,Medium,Tier 2,Supermarket Type1,5712.564
6741,FDZ56,16.25,Low Fat,0.025732114,Fruits and Vegetables,166.4474,OUT035,2004,Small,Tier 2,Supermarket Type1,5390.3168
6742,DRH23,14.65,Low Fat,0.171281641,Hard Drinks,54.0614,OUT017,2007,Medium,Tier 2,Supermarket Type1,1160.4894
6743,NCO18,13.15,Low Fat,0.024646607999999997,Household,177.4686,OUT035,2004,Small,Tier 2,Supermarket Type1,5510.8266
6744,DRG27,8.895,Low Fat,0.0,Dairy,42.0138,OUT018,2009,Medium,Tier 3,Supermarket Type2,568.5932
6745,FDM28,15.7,Low Fat,0.075661985,Frozen Foods,181.36599999999999,OUT010,1998,Medium,Tier 3,Grocery Store,179.766
6746,NCY41,16.75,Low Fat,0.126765903,Health and Hygiene,35.7532,OUT010,1998,Medium,Tier 3,Grocery Store,143.8128
6747,FDD21,10.3,Regular,0.030563449,Fruits and Vegetables,114.4176,OUT035,2004,Small,Tier 2,Supermarket Type1,2633.9048
6748,FDD44,8.05,Regular,0.078522357,Fruits and Vegetables,257.1646,OUT049,1999,Medium,Tier 1,Supermarket Type1,6183.9504
6749,FDP16,18.6,Low Fat,0.039294854,Frozen Foods,246.6802,OUT046,1997,Small,Tier 1,Supermarket Type1,2702.4822
6750,FDQ37,20.75,Low Fat,0.08926066699999999,Breakfast,193.4478,OUT046,1997,Small,Tier 1,Supermarket Type1,4843.695
6751,NCY05,13.5,Low Fat,0.05510153,Health and Hygiene,37.0874,OUT045,2002,Medium,Tier 2,Supermarket Type1,952.7598
6752,NCE07,8.18,Low Fat,0.013127548000000001,Household,142.0154,OUT035,2004,Small,Tier 2,Supermarket Type1,1985.4156
6753,DRI51,17.25,Low Fat,0.042233642,Dairy,173.3764,OUT035,2004,Small,Tier 2,Supermarket Type1,2061.3168
6754,NCI31,20.0,Low Fat,0.081492092,Others,35.519,OUT045,2002,Medium,Tier 2,Supermarket Type1,1025.3319999999999
6755,FDK60,16.5,Regular,0.0,Baking Goods,96.2068,OUT046,1997,Small,Tier 1,Supermarket Type1,3013.4108
6756,FDY12,9.8,Regular,0.14061104,Baking Goods,49.8008,OUT046,1997,Small,Tier 1,Supermarket Type1,809.6128
6757,FDO38,17.25,Low Fat,0.072952298,Canned,76.0986,OUT049,1999,Medium,Tier 1,Supermarket Type1,623.1888
6758,FDP11,15.85,Low Fat,0.06908748099999999,Breads,218.7166,OUT035,2004,Small,Tier 2,Supermarket Type1,1088.583
6759,FDC21,12.792854228644996,Regular,0.075215349,Fruits and Vegetables,108.4254,OUT019,1985,Small,Tier 1,Grocery Store,217.0508
6760,NCF54,18.0,Low Fat,0.047645037,Household,172.6422,OUT017,2007,Medium,Tier 2,Supermarket Type1,2931.5174
6761,FDC35,12.792854228644996,Low Fat,0.12224284699999999,Starchy Foods,207.5638,OUT027,1985,Medium,Tier 3,Supermarket Type3,4555.4036
6762,FDV43,16.0,Low Fat,0.076975118,Fruits and Vegetables,46.2086,OUT049,1999,Medium,Tier 1,Supermarket Type1,490.6946
6763,DRE12,4.59,Low Fat,0.070890602,Soft Drinks,111.686,OUT049,1999,Medium,Tier 1,Supermarket Type1,1584.604
6764,DRE27,11.85,Low Fat,0.132560174,Dairy,97.2726,OUT013,1987,High,Tier 3,Supermarket Type1,782.9808
6765,DRC36,12.792854228644996,Regular,0.044767032000000005,Soft Drinks,173.7054,OUT027,1985,Medium,Tier 3,Supermarket Type3,5778.4782
6766,FDZ38,12.792854228644996,Low Fat,0.007962273,Dairy,174.0422,OUT027,1985,Medium,Tier 3,Supermarket Type3,5173.266
6767,NCW42,18.2,Low Fat,0.058799705,Household,220.7456,OUT017,2007,Medium,Tier 2,Supermarket Type1,4420.912
6768,NCZ18,7.825,Low Fat,0.186445212,Household,255.5698,OUT045,2002,Medium,Tier 2,Supermarket Type1,1522.0188
6769,FDL13,12.792854228644996,Regular,0.098606543,Breakfast,232.73,OUT019,1985,Small,Tier 1,Grocery Store,932.12
6770,NCN18,8.895,Low Fat,0.125222705,Household,113.3544,OUT018,2009,Medium,Tier 3,Supermarket Type2,1006.6896
